"bruises","capcolor","class","capshape","capsurface","gillattachment","gillcolor","gillsize","gillspacing","habitat","odor","population","ringnumber","ringtype","sporeprintcolor","stalkcolorabovering","stalkcolorbelowring","stalkroot","stalkshape","stalksurfaceabovering","stalksurfacebelowring","veilcolor","veiltype"
"t","y","e","x","y","f","g","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","k","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","g","a","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","g","a","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","g","l","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","g","l","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","g","l","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","n","b","c","p","a","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","p","l","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","p","l","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","n","b","c","p","l","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","p","b","c","g","a","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","p","b","c","g","l","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","p","b","c","g","l","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","p","b","c","p","a","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","p","b","c","p","a","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","p","b","c","p","l","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","w","b","c","g","a","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","w","b","c","g","a","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","g","a","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","g","l","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","w","b","c","g","l","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","g","l","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","w","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","w","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","w","b","c","p","a","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","y","f","w","b","c","p","l","s","o","p","k","w","w","r","e","s","y","w","p"
